"case","event","startTime","completeTime"
"case_42","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_42","S15","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_42","S17","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_42","S21","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_42","S20","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_42","S23","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_42","S24","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_35","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_35","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_35","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_35","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_35","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_35","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_35","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_35","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_35","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_35","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_35","S14","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_35","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_11","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_11","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_11","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_11","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_11","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_11","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_11","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_11","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_11","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_11","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_11","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_11","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_11","S18","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_11","S23","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_11","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_22","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_22","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_22","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_22","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_22","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_22","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_22","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_22","S11","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_22","S13","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_22","S14","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_22","S24","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_84","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_84","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_84","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_84","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_84","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_84","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_84","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_84","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_84","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_84","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_84","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_84","S6","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_84","S7","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_84","S8","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_84","S10","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_84","S13","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_84","S14","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_84","S24","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_41","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_41","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_41","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_41","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_41","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_41","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_41","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_41","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_41","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_41","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_41","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_41","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_41","S18","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_41","S23","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_41","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_87","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_87","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_87","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_87","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_87","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_87","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_87","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_87","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_87","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_87","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_87","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_87","S12","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_87","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_87","S14","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_87","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_19","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_19","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_19","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_19","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_19","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_19","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_19","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_19","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_19","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_19","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_19","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_19","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_19","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_19","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_19","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_19","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_19","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_19","S6","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_19","S7","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_19","S8","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_19","S10","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_19","S13","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_19","S14","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_19","S24","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_20","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_20","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_20","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_20","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_20","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_20","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_20","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_20","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_20","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_20","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_20","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_20","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_20","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_20","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_20","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_20","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_20","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_20","S6","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_20","S7","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_20","S11","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_20","S13","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_20","S15","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_20","S17","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_20","S21","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_20","S20","1970/01/02 01:00:00.000","1970/01/02 01:00:00.000"
"case_20","S23","1970/01/02 02:00:00.000","1970/01/02 02:00:00.000"
"case_20","S24","1970/01/02 03:00:00.000","1970/01/02 03:00:00.000"
"case_43","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_43","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_43","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_43","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_43","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_43","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_43","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_43","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_43","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_43","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_43","S8","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_43","S10","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_43","S13","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_43","S15","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_43","S17","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_43","S22","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_43","S23","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_43","S24","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_72","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_72","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_72","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_72","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_72","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_72","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_72","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_72","S8","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_72","S10","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_72","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_72","S14","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_72","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_76","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_76","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_76","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_76","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_76","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_76","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_76","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_76","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_76","S6","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_76","S7","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_76","S11","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_76","S13","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_76","S15","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_76","S17","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_76","S19","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_76","S23","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_76","S24","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_96","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_96","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_96","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_96","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_96","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_96","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_96","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_96","S11","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_96","S13","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_96","S14","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_96","S24","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_26","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_26","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_26","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_26","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_26","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_26","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_26","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_26","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_26","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_26","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_26","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_26","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_26","S3","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_26","S1","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_26","S2","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_26","S4","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_26","S5","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_26","S12","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_26","S13","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_26","S15","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_26","S16","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_26","S17","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_26","S22","1970/01/01 23:00:00.000","1970/01/01 23:00:00.000"
"case_26","S23","1970/01/02 00:00:00.000","1970/01/02 00:00:00.000"
"case_26","S24","1970/01/02 01:00:00.000","1970/01/02 01:00:00.000"
"case_38","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_38","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_38","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_38","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_38","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_38","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_38","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_38","S14","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_38","S24","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_10","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_10","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_10","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_10","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_10","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_10","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_10","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_10","S15","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_10","S16","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_10","S17","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_10","S20","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_10","S23","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_10","S24","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_30","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_30","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_30","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_30","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_30","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_30","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_30","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_30","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_30","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_30","S4","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_30","S5","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_30","S6","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_30","S7","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_30","S11","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_30","S13","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_30","S15","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_30","S16","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_30","S17","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_30","S18","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_30","S23","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_30","S24","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_66","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_66","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_66","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_66","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_66","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_66","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_66","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_66","S14","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_66","S24","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_88","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_88","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_88","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_88","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_88","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_88","S6","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_88","S7","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_88","S8","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_88","S10","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_88","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_88","S14","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_88","S24","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_77","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_77","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_77","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_77","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_77","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_77","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_77","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_77","S14","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_77","S24","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_59","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_59","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_59","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_59","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_59","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_59","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_59","S4","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_59","S5","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_59","S12","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_59","S13","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_59","S15","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_59","S17","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_59","S22","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_59","S23","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_59","S24","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_99","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_99","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_99","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_99","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_99","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_99","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_99","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_99","S15","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_99","S16","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_99","S17","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_99","S22","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_99","S23","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_99","S24","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_74","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_74","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_74","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_74","S3","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_74","S1","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_74","S2","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_74","S3","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_74","S1","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
"case_74","S2","1970/01/01 09:00:00.000","1970/01/01 09:00:00.000"
"case_74","S3","1970/01/01 10:00:00.000","1970/01/01 10:00:00.000"
"case_74","S1","1970/01/01 11:00:00.000","1970/01/01 11:00:00.000"
"case_74","S2","1970/01/01 12:00:00.000","1970/01/01 12:00:00.000"
"case_74","S4","1970/01/01 13:00:00.000","1970/01/01 13:00:00.000"
"case_74","S5","1970/01/01 14:00:00.000","1970/01/01 14:00:00.000"
"case_74","S12","1970/01/01 15:00:00.000","1970/01/01 15:00:00.000"
"case_74","S13","1970/01/01 16:00:00.000","1970/01/01 16:00:00.000"
"case_74","S15","1970/01/01 17:00:00.000","1970/01/01 17:00:00.000"
"case_74","S17","1970/01/01 18:00:00.000","1970/01/01 18:00:00.000"
"case_74","S21","1970/01/01 19:00:00.000","1970/01/01 19:00:00.000"
"case_74","S20","1970/01/01 20:00:00.000","1970/01/01 20:00:00.000"
"case_74","S23","1970/01/01 21:00:00.000","1970/01/01 21:00:00.000"
"case_74","S24","1970/01/01 22:00:00.000","1970/01/01 22:00:00.000"
"case_91","S0","1970/01/01 01:00:00.000","1970/01/01 01:00:00.000"
"case_91","S1","1970/01/01 02:00:00.000","1970/01/01 02:00:00.000"
"case_91","S2","1970/01/01 03:00:00.000","1970/01/01 03:00:00.000"
"case_91","S4","1970/01/01 04:00:00.000","1970/01/01 04:00:00.000"
"case_91","S5","1970/01/01 05:00:00.000","1970/01/01 05:00:00.000"
"case_91","S12","1970/01/01 06:00:00.000","1970/01/01 06:00:00.000"
"case_91","S13","1970/01/01 07:00:00.000","1970/01/01 07:00:00.000"
"case_91","S14","1970/01/01 08:00:00.000","1970/01/01 08:00:00.000"
